Timestamp,Activity Type,Usage Duration (ms)
2025-02-19 10:15:28,FOREGROUND_SERVICE_START,com.spotify.music
2025-02-19 10:15:28,NOTIFICATION_INTERRUPTION,com.spotify.music
2025-02-19 10:15:32,FOREGROUND_SERVICE_START,com.spotify.music
2025-02-19 10:15:32,FOREGROUND_SERVICE_STOP,com.spotify.music
2025-02-19 10:25:48,FOREGROUND_SERVICE_STOP,com.spotify.music
2025-02-19 10:28:01,FOREGROUND_SERVICE_START,com.spotify.music
2025-02-19 10:28:01,NOTIFICATION_INTERRUPTION,com.spotify.music
2025-02-19 10:43:26,USER_INTERACTION,com.spotify.music
2025-02-19 11:40:30,USER_INTERACTION,com.spotify.music
2025-02-19 11:40:30,ACTIVITY_RESUMED,com.spotify.music
2025-02-19 11:40:40,ACTIVITY_PAUSED,com.spotify.music
2025-02-19 11:40:41,SHORTCUT_INVOCATION,com.spotify.music
2025-02-19 11:40:41,SHORTCUT_INVOCATION,com.spotify.music
2025-02-19 11:40:41,ACTIVITY_STOPPED,com.spotify.music
2025-02-19 11:40:41,SHORTCUT_INVOCATION,com.spotify.music
2025-02-19 11:52:12,ACTIVITY_RESUMED,com.spotify.music
2025-02-19 11:52:14,ACTIVITY_PAUSED,com.spotify.music
2025-02-19 11:52:14,ACTIVITY_STOPPED,com.spotify.music
2025-02-19 12:10:22,USER_INTERACTION,com.spotify.music
2025-02-19 12:10:22,FOREGROUND_SERVICE_START,com.spotify.music
2025-02-19 12:10:22,FOREGROUND_SERVICE_STOP,com.spotify.music
2025-02-19 12:50:25,USER_INTERACTION,com.spotify.music
2025-02-19 12:50:25,ACTIVITY_RESUMED,com.spotify.music
2025-02-19 12:50:26,ACTIVITY_PAUSED,com.spotify.music
2025-02-19 12:50:26,ACTIVITY_RESUMED,com.spotify.music
2025-02-19 12:50:33,ACTIVITY_PAUSED,com.spotify.music
2025-02-19 12:50:33,ACTIVITY_STOPPED,com.spotify.music
2025-02-19 12:50:33,ACTIVITY_STOPPED,com.spotify.music
2025-02-19 12:50:34,ACTIVITY_RESUMED,com.spotify.music
2025-02-19 12:50:38,ACTIVITY_PAUSED,com.spotify.music
2025-02-19 12:50:39,ACTIVITY_STOPPED,com.spotify.music
2025-02-19 12:56:08,FOREGROUND_SERVICE_STOP,com.spotify.music
2025-02-19 12:58:05,NOTIFICATION_INTERRUPTION,com.spotify.music
2025-02-19 12:58:05,FOREGROUND_SERVICE_START,com.spotify.music
2025-02-19 12:58:07,FOREGROUND_SERVICE_STOP,com.spotify.music
2025-02-19 12:58:15,FOREGROUND_SERVICE_START,com.spotify.music
2025-02-19 12:58:15,NOTIFICATION_INTERRUPTION,com.spotify.music
2025-02-19 13:02:43,ACTIVITY_RESUMED,com.spotify.music
2025-02-19 13:02:51,ACTIVITY_PAUSED,com.spotify.music
2025-02-19 13:02:52,ACTIVITY_STOPPED,com.spotify.music
2025-02-19 13:16:32,ACTIVITY_RESUMED,com.spotify.music
2025-02-19 13:16:37,ACTIVITY_PAUSED,com.spotify.music
2025-02-19 13:16:37,ACTIVITY_STOPPED,com.spotify.music
2025-02-19 13:33:01,FOREGROUND_SERVICE_STOP,com.spotify.music
2025-02-19 17:01:04,USER_INTERACTION,com.spotify.music
2025-02-19 17:01:04,ACTIVITY_RESUMED,com.spotify.music
2025-02-19 17:01:07,ACTIVITY_PAUSED,com.spotify.music
2025-02-19 17:01:07,ACTIVITY_RESUMED,com.spotify.music
2025-02-19 17:01:08,FOREGROUND_SERVICE_START,com.spotify.music
2025-02-19 17:01:08,NOTIFICATION_INTERRUPTION,com.spotify.music
2025-02-19 17:01:11,ACTIVITY_PAUSED,com.spotify.music
2025-02-19 17:01:12,ACTIVITY_STOPPED,com.spotify.music
2025-02-19 17:01:12,ACTIVITY_STOPPED,com.spotify.music
2025-02-19 17:01:16,FOREGROUND_SERVICE_START,com.spotify.music
2025-02-19 17:01:16,FOREGROUND_SERVICE_STOP,com.spotify.music
2025-02-19 17:44:32,ACTIVITY_RESUMED,com.spotify.music
2025-02-19 17:44:32,ACTIVITY_STOPPED,com.spotify.music
2025-02-19 17:46:18,ACTIVITY_RESUMED,com.spotify.music
2025-02-19 17:46:24,ACTIVITY_PAUSED,com.spotify.music
2025-02-19 17:46:25,ACTIVITY_STOPPED,com.spotify.music
2025-02-19 18:16:02,USER_INTERACTION,com.spotify.music
2025-02-19 18:26:02,FOREGROUND_SERVICE_STOP,com.spotify.music
2025-02-19 19:15:23,USER_INTERACTION,com.spotify.music
2025-02-19 19:15:23,ACTIVITY_RESUMED,com.spotify.music
2025-02-19 19:15:27,ACTIVITY_PAUSED,com.spotify.music
2025-02-19 19:15:27,ACTIVITY_RESUMED,com.spotify.music
2025-02-19 19:15:29,FOREGROUND_SERVICE_START,com.spotify.music
2025-02-19 19:15:29,NOTIFICATION_INTERRUPTION,com.spotify.music
2025-02-19 19:15:50,ACTIVITY_PAUSED,com.spotify.music
2025-02-19 19:15:50,ACTIVITY_RESUMED,com.spotify.music
2025-02-19 19:15:51,ACTIVITY_STOPPED,com.spotify.music
2025-02-19 19:16:01,ACTIVITY_PAUSED,com.spotify.music
2025-02-19 19:16:01,ACTIVITY_RESUMED,com.spotify.music
2025-02-19 19:16:05,ACTIVITY_PAUSED,com.spotify.music
2025-02-19 19:16:05,ACTIVITY_RESUMED,com.spotify.music
2025-02-19 19:16:06,ACTIVITY_STOPPED,com.spotify.music
2025-02-19 19:16:06,ACTIVITY_PAUSED,com.spotify.music
2025-02-19 19:16:06,ACTIVITY_RESUMED,com.spotify.music
2025-02-19 19:16:14,ACTIVITY_PAUSED,com.spotify.music
2025-02-19 19:16:14,ACTIVITY_RESUMED,com.spotify.music
2025-02-19 19:16:14,ACTIVITY_STOPPED,com.spotify.music
2025-02-19 19:16:14,ACTIVITY_PAUSED,com.spotify.music
2025-02-19 19:16:14,ACTIVITY_RESUMED,com.spotify.music
2025-02-19 19:16:21,ACTIVITY_PAUSED,com.spotify.music
2025-02-19 19:16:21,ACTIVITY_RESUMED,com.spotify.music
2025-02-19 19:16:21,ACTIVITY_STOPPED,com.spotify.music
2025-02-19 19:16:27,ACTIVITY_PAUSED,com.spotify.music
2025-02-19 19:16:27,ACTIVITY_RESUMED,com.spotify.music
2025-02-19 19:16:47,ACTIVITY_PAUSED,com.spotify.music
2025-02-19 19:16:47,ACTIVITY_RESUMED,com.spotify.music
2025-02-19 19:16:47,ACTIVITY_STOPPED,com.spotify.music
2025-02-19 19:17:10,ACTIVITY_PAUSED,com.spotify.music
2025-02-19 19:17:10,ACTIVITY_RESUMED,com.spotify.music
2025-02-19 19:18:03,ACTIVITY_PAUSED,com.spotify.music
2025-02-19 19:18:03,ACTIVITY_RESUMED,com.spotify.music
2025-02-19 19:18:03,ACTIVITY_STOPPED,com.spotify.music
2025-02-19 19:18:11,ACTIVITY_PAUSED,com.spotify.music
2025-02-19 19:18:11,ACTIVITY_RESUMED,com.spotify.music
2025-02-19 19:18:14,ACTIVITY_PAUSED,com.spotify.music
2025-02-19 19:18:14,ACTIVITY_RESUMED,com.spotify.music
2025-02-19 19:18:14,ACTIVITY_STOPPED,com.spotify.music
2025-02-19 19:18:27,ACTIVITY_PAUSED,com.spotify.music
2025-02-19 19:18:27,ACTIVITY_RESUMED,com.spotify.music
2025-02-19 19:18:32,ACTIVITY_PAUSED,com.spotify.music
2025-02-19 19:18:32,ACTIVITY_RESUMED,com.spotify.music
2025-02-19 19:18:32,ACTIVITY_STOPPED,com.spotify.music
2025-02-19 19:18:35,ACTIVITY_PAUSED,com.spotify.music
2025-02-19 19:18:35,ACTIVITY_RESUMED,com.spotify.music
2025-02-19 19:18:41,ACTIVITY_PAUSED,com.spotify.music
2025-02-19 19:18:41,ACTIVITY_RESUMED,com.spotify.music
2025-02-19 19:18:41,ACTIVITY_STOPPED,com.spotify.music
2025-02-19 19:18:45,ACTIVITY_PAUSED,com.spotify.music
2025-02-19 19:18:45,ACTIVITY_RESUMED,com.spotify.music
2025-02-19 19:19:43,ACTIVITY_PAUSED,com.spotify.music
2025-02-19 19:19:43,ACTIVITY_RESUMED,com.spotify.music
2025-02-19 19:19:43,ACTIVITY_STOPPED,com.spotify.music
2025-02-19 19:20:05,ACTIVITY_PAUSED,com.spotify.music
2025-02-19 19:20:05,ACTIVITY_RESUMED,com.spotify.music
2025-02-19 19:20:08,ACTIVITY_PAUSED,com.spotify.music
2025-02-19 19:20:08,ACTIVITY_RESUMED,com.spotify.music
2025-02-19 19:20:08,ACTIVITY_STOPPED,com.spotify.music
2025-02-19 19:25:16,ACTIVITY_PAUSED,com.spotify.music
2025-02-19 19:25:16,SHORTCUT_INVOCATION,com.spotify.music
2025-02-19 19:25:16,SHORTCUT_INVOCATION,com.spotify.music
2025-02-19 19:25:16,ACTIVITY_STOPPED,com.spotify.music
2025-02-19 19:25:16,SHORTCUT_INVOCATION,com.spotify.music
2025-02-19 19:58:00,ACTIVITY_RESUMED,com.spotify.music
2025-02-19 19:58:18,ACTIVITY_PAUSED,com.spotify.music
2025-02-19 19:58:18,ACTIVITY_STOPPED,com.spotify.music
2025-02-19 20:11:35,ACTIVITY_RESUMED,com.spotify.music
2025-02-19 20:11:36,ACTIVITY_PAUSED,com.spotify.music
2025-02-19 20:11:36,ACTIVITY_RESUMED,com.spotify.music
2025-02-19 20:11:38,ACTIVITY_PAUSED,com.spotify.music
2025-02-19 20:11:38,ACTIVITY_RESUMED,com.spotify.music
2025-02-19 20:11:38,ACTIVITY_STOPPED,com.spotify.music
2025-02-19 20:11:56,ACTIVITY_PAUSED,com.spotify.music
2025-02-19 20:11:57,SHORTCUT_INVOCATION,com.spotify.music
2025-02-19 20:11:57,SHORTCUT_INVOCATION,com.spotify.music
2025-02-19 20:11:57,ACTIVITY_STOPPED,com.spotify.music
2025-02-19 20:11:57,SHORTCUT_INVOCATION,com.spotify.music
2025-02-19 20:15:01,ACTIVITY_RESUMED,com.spotify.music
2025-02-19 20:15:04,ACTIVITY_PAUSED,com.spotify.music
2025-02-19 20:15:04,ACTIVITY_STOPPED,com.spotify.music
2025-02-19 20:26:11,ACTIVITY_RESUMED,com.spotify.music
2025-02-19 20:26:14,ACTIVITY_PAUSED,com.spotify.music
2025-02-19 20:26:15,ACTIVITY_STOPPED,com.spotify.music
2025-02-19 20:32:12,ACTIVITY_RESUMED,com.spotify.music
2025-02-19 20:32:14,ACTIVITY_PAUSED,com.spotify.music
2025-02-19 20:32:14,ACTIVITY_STOPPED,com.spotify.music
2025-02-19 20:39:25,USER_INTERACTION,com.spotify.music
2025-02-19 20:39:25,FOREGROUND_SERVICE_START,com.spotify.music
2025-02-19 20:39:25,FOREGROUND_SERVICE_STOP,com.spotify.music
2025-02-19 20:57:55,FOREGROUND_SERVICE_START,com.spotify.music
2025-02-19 20:58:01,FOREGROUND_SERVICE_STOP,com.spotify.music
2025-02-19 21:56:25,FOREGROUND_SERVICE_STOP,com.spotify.music
